Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
StackO Jobs,Old,sailteam.io,sailteamIO,twitter.com/,twitter.com/sailteamIO,51-200,Recruiting and Staffing services for Salesforce talent,http://jobs.sailteam.io/,"Orlando, FL",USA,Brandon Kievit,,,https://twitter.com/BrandonKlevit,sailteam.io
Legacy,Old,Salesforce,salesforce,twitter.com/,twitter.com/salesforce,"10,001+",CRM SaaS,https://www.salesforce.com/fr/?ir=1,"San Francisco, CA",USA,Marc Benioff,Benioff,twitter.com/,twitter.com/Benioff,www.salesforce.com/company/careers/
,Old,SalesHoo,,,twitter.com/salehoo,11-50,Online selling directory ,https://www.salehoo.com,Chistchurch,New Zealand,Simon Slade,,,,
,New,Salesmsg,,,twitter.com/salesmsg,1-10,"Simple, scalable, two-way business texting.",https://www.salesmessage.com/,"Denver, CO",USA,Chris Brisson,,,,
,New,Sanborn,,,twitter.com/sanbornagency,11-50,Digital media agency,https://sanbornagency.com/work/,"New York, NY",USA,Chris Sanborn,,,,
remoteok,Old,Sapien,sapien_network,twitter.com/,twitter.com/sapien_network,1-10,"A highly customizable, democratized social news platform ",https://www.sapien.network/,,USA,Ankit Bhatia,,,,https://www.sapien.network/
WWR,Old,Savvy Apps,savvyapps,twitter.com/,twitter.com/savvyapps,1-10,. mobile design and mobile development company ,https://savvyapps.com/careers,"Washington, D.C.",USA,Ken Yarmosh,,,https://twitter.com/kenyarmosh,https://savvyapps.com/careers
,,Savvy Navvy,,,twitter.com/getsavvynavvy,1-10,"The ""Google Maps"" for sailors...",https://www.savvy-navvy.com,London,UK,Jelte Liebrand,,,,
WWR,Old,ScheduleOnce,scheduleonce,twitter.com/,twitter.com/scheduleonce,51-200, easy-to-use appointment scheduler ,https://www.scheduleonce.com/careers/home,"Walnut, CA ",USA,Rami Goraly,,,https://twitter.com/ScheduleOnce,http://www.scheduleonce.com/careers/
Legacy,Old,ScienceLogic,ScienceLogic,twitter.com/,twitter.com/ScienceLogic,201-500,Hybrid IT Monitoring,https://www.sciencelogic.com/,"Reston, Virginia",USA,Dave Link,dave_f_link,twitter.com/,twitter.com/dave_f_link,https://www.sciencelogic.com/company/careers
Legacy,Old,Scrapinghub,scrapinghub,twitter.com/,twitter.com/scrapinghub,51-200,Scrapinghub provides the leading technology and consulting services,https://scrapinghub.com/,Cork,Ireland,Pablo Hoffman,pablohoffman,twitter.com/,twitter.com/pablohoffman,https://scrapinghub.com/jobs/
Legacy,Old,Screenly,screenlyapp,twitter.com/,twitter.com/screenlyapp,1-10,Digital Signage powered by Raspberry Pis,https://www.screenly.io/,London,UK,Viktor Petersson,vpetersson,twitter.com/,twitter.com/vpetersson,https://remotebase.io/company/screenly/jobs
Legacy,Old,Security Roots,securityroots,twitter.com/,twitter.com/securityroots,1-10,Collaboration tools for IT Security teams.,http://securityroots.com,London,UK,Daniel Martin,etdsoft,twitter.com/,twitter.com/etdsoft,http://securityroots.com/careers.html
,Old,Seeq,,,twitter.com/seeqcorporation,51-200,Advanced analytics for process manufacturing data,http://seeq.com/,Seattle,USA,Steve Sliwa,,,,
,Old,Seez,,,twitter.com/SeezRApp,11-50,Seez R searches the entire car market from one place. ,http://seez.co,Lebanon,Beirut,Tarek Kabrit,,,N/A,
remoteok,Old,Semaphore CI,semaphoreci,twitter.com/,twitter.com/semaphoreci,11-50,platform that makes development teams move faster,https://semaphoreci.com/about/careers,Novi Sad,Serbia,Darko Fabijan,,,https://twitter.com/darkofabijan,
Legacy,Old,Sencha Inc,sencha,twitter.com/,twitter.com/sencha,51-200,Enterprise Javascript Frameworks,https://www.sencha.com/,"Redwood City, CA",USA,Art Landro,,,,https://www.sencha.com/company/careers/
,New,Sendible,,,twitter.com/Sendible,11-50,Make managing social media easier for marketing teams ,https://www.sendible.com/,London,UK,Gavin Hammar,,,,
Legacy,Old,SenorCoders,senorcoders,twitter.com/,twitter.com/senorcoders,1-10,We build high-end custom WP websites,http://www.senorcoders.com/,,Nicaragua,,,,,
Legacy,Old,Server Density,serverdensity,twitter.com/,twitter.com/serverdensity,11-50,Server Density is a SaaS product that helps u,https://www.serverdensity.com/,London,England,David Mytton,davidmytton,twitter.com/,twitter.com/davidmytton,https://www.serverdensity.com/jobs/
Lukasz,Old,ServiceNow,servicenow,twitter.com/,twitter.com/servicenow,11-50,Enterprise cloud computing,https://www.servicenow.com/,"San Jose, CA",USA,John Donahoe,,,https://twitter.com/Donahoe_John,https://www.servicenow.com/company/executive-team.html
,New,SevenAtoms,,,twitter.com/sevenatomsbuzz,1-10,The leading digital marketing growth engine for our customers,https://www.sevenatoms.com/,"San Francisco, CA",USA,Andy Beohar,,,,
Legacy,Old,ShakaCode,shakacode,twitter.com/,twitter.com/shakacode,11-50,"We build custom web & mobile applications, with Rails, React, and Swift.",http://www.shakacode.com/,"Hawaii, HI",USA,Justin Gordon,,,https://twitter.com/railsonmaui,http://www.shakacode.com/about/
StackO Jobs,Old,Sherpany AG,sherpany,twitter.com/,twitter.com/sherpany,11-50,Insights on #Boards #digital transformation & #BoardMembers practices,https://www.sherpany.com/en/careers/,Zurich,Switzerland,Tobias Häckermann,,,,https://www.sherpany.com/
,,Shield GEO,,,twitter.com/shieldgeo,11-50,International Employment Made Simple,https://shieldgeo.com/,London,UK,Duncan Macintosh,,,,
,New,shiftling,,,N/A,1-10,Change the way work is done in MENA,https://www.shiftling.com/,,,,,,,
Legacy,Old,Shopify,Shopify,twitter.com/,twitter.com/Shopify,1001-5000,An e-commerce platform,https://www.shopify.com,"Ottawa, Toronto",Canada,Tobias Lütke,tobi,twitter.com/,twitter.com/tobi,https://www.shopify.com/careers
Legacy,Old,Shortfundly,shortfundly,twitter.com/,twitter.com/shortfundly,11-50,Connecting platform for short film filmmakers,https://www.shortfundly.com/,Chennai,India,,,,,https://angel.co/shortfundly/jobs
,New,SignIQ,,,twitter.com/signiq,11-50,Connecting retailers with the modern in-store shopper,https://www.signiq.com/,"Perth, WA",Australia,Ben Hoffman,,,,
Legacy,Old,Simbiose Ventures,N/A,twitter.com/,N/A,11-50,"We are a startup studio, a company that creat",http://www.simbioseventures.com/,Ṣao Paulo,Brazil,Gabriel Menegatti,GaMenegatti,twitter.com/,twitter.com/GaMenegatti,https://remoteok.io/remote-startups/simbiose-ventures
Legacy,Old,Simple,simple,twitter.com/,twitter.com/simple,51-200,Best Personal finance product you've ever used.,http://simple.com,"Portland, OR",USA,Joshua Reich,i2pi,twitter.com/,twitter.com/i2pi,https://www.simple.com/careers
WWR,Old,Simplecast,Simplecast,twitter.com/,twitter.com/Simplecast,1-10,The easiest way for podcasters to publish and distribute audio on the internet.,https://simplecast.com/,"Troy, NY",USA,Brad Smith,,,,https://simplecast.com/
WWR,Old,SiteGround,SiteGround,twitter.com/,twitter.com/SiteGround,201-500,Webhosting crafted with care,https://www.siteground.com/careers,Sofia,Bulgaria,Tenko Nikolov,,,https://twitter.com/tnikolov,https://www.siteground.com/careers
,New,Sitemate Technologies ,,,N/A,1-10,"Document assembly, automation and analytics - built for the industries.",https://sitemate.com/,"Sydney, NSW",Australia,Hartley Pike,,,,
,Old,Sked Social,,,twitter.com/getskedsocial,11-50,Social media scheduling and publishing,skedsocial.com/,"Melbourne, VI",USA,Hugh Stephens,,,,
,New,Sketch,,,twitter.com/sketch,11-50,Award-winning Mac application for designers,https://www.sketch.com,The Hague,Netherlands,Pieter Omvlee,,,https://twitter.com/pieteromvlee,
Legacy,Old,SketchTogether.com,sketchtogether,twitter.com/,twitter.com/sketchtogether,11-50,The whiteboard that matches how we work today,https://sketchtogether.com,,USA,Nicolas Mangano ,nfmangano,twitter.com/,twitter.com/nfmangano,
Legacy,Old,Skillshare,skillshare,twitter.com/,twitter.com/skillshare,51-200,Skillshare is a learning community for creators.,https://www.skillshare.com/,"New York, NY",USA,Michael Karnjanaprakorn,mikekarnj,twitter.com/,twitter.com/mikekarnj,https://www.skillshare.com/careers
Legacy,Old,Skore,SkoreHQ,twitter.com/,twitter.com/SkoreHQ,11-50,Collaborative knowledge management,http://www.skore.io/,Sao Paulo,Brazil,Luis Novo,lfnovo,twitter.com/,twitter.com/lfnovo,http://careers.skore.io/
remoteok,Old,Skycrapers,N/A,twitter.com/,N/A,1-10,Applied cloud and devops solutions,https://skyscrapers.eu/team,Hoevenen,Belgium,Frederik Denkens,,,https://twitter.com/fdenkens,https://skyscrapers.eu/jobs/lead-engineer
,New,Slite,,,twitter.com/slitehq,11-50,Create your company wiki. Collaborate on projects. Take meeting notes.,https://slite.com,,,Christophe Pasquier,,,twitter.com/christophepas,
,New,Small Improvements,,,twitter.com/smallimprove,1-10,We help employees grow and succeed,https://www.small-improvements.com/,Berlin,Germany,Per Fragemann,,,https://twitter.com/perfragemann,
WWR,Old,SmileDirectClub,smiledirectclub,twitter.com/,twitter.com/smiledirectclub,1001-5000,Smiles Are Forever,https://smiledirectclub.com/about/,"Nashville, TN",USA,Doug Hudson,,,,http://smiledirectclub.applicantstack.com
,New,SMTP2GO,,,twitter.com/smtp2go/,11-50,Email delivery done right,https://www.smtp2go.com/,Christchurch,New Zealand,Charlie Abrahamson,,,,
Legacy,Old,SOASTA,soastainc,twitter.com/,twitter.com/soastainc,11-50,Web Performance & Testing,https://www.soasta.com/,"San Francisco, CA",USA,Tom Lounibos,Lounibos,twitter.com/,twitter.com/Lounibos,https://www.soasta.com/careers/
,New,Social Chorus,,,twitter.com/SocialChorus,11-50,Workforce communications platform that transforms how workers & organizations connect,https://www.socialchorus.com/,"San Francisco, CA",USA,Gary Nakamura,,,,
Legacy,Old,Sococo,sococo,twitter.com/,twitter.com/sococo,11-50,Revolutionizing online business communication.,https://www.sococo.com,"San Jose, CA",USA,Cliff Pollan,cliffpollan,twitter.com/,twitter.com/cliffpollan,www.indeed.com/cmp/Sococo
,New,Software Solutions Consulting,,,twitter.com/softsolweb,11-50,"We identify, design and develop solutions to maximize productivity",http://www.softwaresolutionsweb.com/,"Ronkonkoma, NY",USA,,,,,
Legacy,Old,SoftwareMill,softwaremill,twitter.com/,twitter.com/softwaremill,11-50,Custom software by true engineers,https://softwaremill.com/,Poland,Poland,Adam Warski,adamwarski,twitter.com/,twitter.com/adamwarski,https://softwaremill.com/join-us/
,New,Sonatype,,,twitter.com/Sonatype,201-500,Automate Open Source Security.,https://www.sonatype.com/,"Fulton, MD",USA,Wayne Jackson,,,,
Lukasz,Old,Songspace,songspace,twitter.com/,twitter.com/songspace,11-50,"Helps music creators collaborate, catalog, and share work with their professional team",https://songspace.com/about,"Nashville, TN",USA,Robert Clement,,,,https://songspace.com/
,New,Sopris Health,,,twitter.com/soprishealth,11-50,Intelligent Clinical Operations,https://www.soprishealth.com/,"Denver, CO",USA,Patrick Leonard,,,,
,New,Soshace,,,twitter.com/hisoshace,11-50,Professional developers you can trust,https://soshace.com/,St Petersburg,Russia,Nikita Bragin,,,,
WWR,Old,Sourcefabric,sourcefabric,twitter.com/,twitter.com/sourcefabric,11-50,Open Source Tools for Journalism,https://www.sourcefabric.org/,Prague,Czech Republic,Sava Tatić,,,https://twitter.com/tictactatic,https://www.sourcefabric.org/
Legacy,Old,SparkLabs,sparklabs,twitter.com/,twitter.com/sparklabs,1-10,Creating powerful desktop and mobile apps.,https://www.sparklabs.com,,Australia,James Bekkema,jbekkema,twitter.com/,twitter.com/jbekkema,https://angel.co/jobs?slug=sparklabs
Legacy,Old,Spatial Key,spatialkey,twitter.com/,twitter.com/spatialkey,11-50,Geospatial Data Visualization,http://www.spatialkey.com/,"Denver, CO",USA,Tom Link,,,,http://www.spatialkey.com/jobs
Legacy,Old,Speedchecker,internetspeed,twitter.com/,twitter.com/internetspeed,11-50,Internet performance monitoring,http://www.speedchecker.xyz/,Dublin,Ireland,Janusz Jezowicz,,,,
Legacy,Old,Spotify,Spotify,twitter.com/,twitter.com/Spotify,1001-5000,Music for everyone,https://www.spotify.com/,Stockholm,Sweden,Daniel Ek,eldsjal,twitter.com/,twitter.com/eldsjal,https://www.spotify.com/fr/jobs/
Legacy,Old,Spreaker,spreaker,twitter.com/,twitter.com/spreaker,11-50,Podcasting platform,http://www.spreaker.com/,"San Francisco, CA",USA,Francesco Baschieri,thebask,twitter.com/,twitter.com/thebask,http://www.spreaker.com/jobs
,New,Squash Labs,,,twitter.com/LabsSquash,1-10,Our automated testing service allows developers to spend more time innovating,https://squash.io/,"Vancouver, BC",Canada,Evandro Miquelito,,,https://twitter.com/emiquelito,
Legacy,Old,Stack Exchange,stackexchange,twitter.com/,twitter.com/stackexchange,1-10,Community-driven question and answer sites,http://stackexchange.com/,"New York, NY",USA,Joel Spolsky,spolsky,twitter.com/,twitter.com/spolsky,http://stackoverflow.com/company/work-here
Legacy,Old,Stack Overflow,stackoverflow,twitter.com/,twitter.com/stackoverflow,51-200,We help millions of people find expert answers and amazing jobs every day.,http://stackoverflow.com/,"New York, NY",USA,Joel Spolsky,spolsky,twitter.com/,twitter.com/spolsky,http://stackoverflow.com/company/work-here
Legacy,Old,Staff Squared,staffsquared,twitter.com/,twitter.com/staffsquared,11-50,"Finally, somebody made great HR software for small and medium businesses",http://www.staffsquared.com/,London,England,Simon Swords,simonswords,twitter.com/,twitter.com/simonswords,
Legacy,Old,Starcoders,starcoders_com,twitter.com/,twitter.com/starcoders_com,11-50,Web development company.,https://starcoders.com/,Ghent,Belgium,Joël Craenhals,joelcraenhals,twitter.com/,twitter.com/joelcraenhals,https://starcoders.com/#/
Legacy,Old,Statement,statement,twitter.com/,twitter.com/statement,1-10,We help companies grow in a digital world,https://www.statementagency.com/,Westgate,UK,,,,,
,New,StayWell,,,twitter.com/StayWellCompany,501-1000,Improving health,https://www.staywell.com/,"Yardley, PA",USA,Nicole Latimer,,,,
Legacy,Old,SteepRock,steeprockinc,twitter.com/,twitter.com/steeprockinc,11-50,Life science relationship management.,http://www.steeprockinc.com/,"Washington Depot, CT",USA,Christopher Heye	,,,,
,,Sticker Mule,,,twitter.com/stickermule,51-200,Create custom stickers that kick ass,https://www.stickermule.com/,"New York, NY",USA,Anthony Thomas,,,,
,New,Sticky,,,twitter.com/StickyAlbums,11-50,Helping Photographers Be Better Marketers,https://stickymarketingtools.com,MN,USA,Nate Grahek,,,https://twitter.com/nategrahek?lang=en,
,New,Strategyzer,,,twitter.com/strategyzer,1-10,Business Model Canvas,https://strategyzer.com/,Toronto,Canada,Alex Osterwalder,,,,
Legacy,Old,Stripe,stripe,twitter.com/,twitter.com/stripe,201-500,Stripe is the best way to accept payments,https://stripe.com,"San Francisco, CA",USA,Patrick Collison,patrickc,twitter.com/,twitter.com/patrickc,https://stripe.com/jobs
Lukasz,Old,Student Loan Hero,studentloanhero,twitter.com/,twitter.com/studentloanhero,51-200,Help 44 million Americans manage and repay over $1.4 trillion in student loan,studentloanhero.com/careers/,"Austin, TX",USA,Andrew Josuweit,,,https://twitter.com/josablack,https://studentloanhero.com/careers/?gh_jid=784488
Legacy,Old,"Sucuri, Inc",sucurisecurity,twitter.com/,twitter.com/sucurisecurity,51-200,"Website Protection, Monitoring & Remediation",https://sucuri.net/,,USA,Tony Perez,perezbox,twitter.com/,twitter.com/perezbox,https://sucuri.net/company/employment/
Legacy,Old,SugarCRM,SugarCRM,twitter.com/,twitter.com/SugarCRM,501-1000,Customer Relationship Management Tool,http://www.sugarcrm.com/,"Cupertino, CA",USA,Larry Augustin,lmaugustin,twitter.com/,twitter.com/lmaugustin,http://www.sugarcrm.com/about/careers
MeteorJob,Old,Sulvo,sulvox,twitter.com/,twitter.com/sulvox,1-10,"Higher revenue, deeper insights.",https://sulvo.com/,,USA,Romeo Ju,,,,sulvo.com
,Old,Superble,,,twitter.com/superbleteam,1-10,Help everyone to make the right purchasing decisions,https://superble.com,"New York, NY",USA,Nicolo Robba,,,N/A,
,New,Superformula,,,twitter.com/TheSuperformula,1-10,A modern digital product studio,https://superformula.com/,"Seattle, WA",USA,William Prater,,,,
remoteok,Old,Surevine,surevine,twitter.com/,twitter.com/surevine,1-10,Secure Collaboration Solutions,https://www.surevine.com/jobs/,Guildford,UK,Stuart Murdoch,,,,https://www.surevine.com/jobs/
WWR,Old,SurveyMonkey,SurveyMonkey,twitter.com/,twitter.com/SurveyMonkey,501-1000,Create professional surveys tailored to your needs,https://www.surveymonkey.com/mp/job-listings/,"San Mateo, CA",USA,Zander Lurie,,,https://twitter.com/zlurie,https://www.surveymonkey.com/mp/jobs/
,New,Suse,,,twitter.com/SUSE,501-1000,Delivers smarter Linux and cloud innovation ,https://www.suse.com,Nürnberg,Germany,Nils Brauckmann,,,,
Legacy,Old,Swappa,swappa,twitter.com/,twitter.com/swappa,11-50,Marketplace for used mobile devices.,https://swappa.com/,"Kansas City, Mo",USA,Ben Edwards,BennyBeta,twitter.com/,twitter.com/BennyBeta,http://www.indeed.com/cmp/Swappa-LLC/jobs
,New,Sweet Studio,,,twitter.com/sweet__studio,1-10,Venture studio in Stockholm backed by the founders of KING,https://www.sweet.studio/,Stockholm,Sweden,Anders Frostenson,,,twitter.com/frostenson?lang=en,
Lukasz,Old,Sysdig Cloud,sysdig,twitter.com/,twitter.com/sysdig,51-200,"The first unified approach to container security, monitoring and forensics.",https://sysdig.com/jobs/,"San Francisco, CA",USA,Loris Degioanni,,,https://twitter.com/lorisdegio,https://sysdig.com/jobs/
Legacy,Old,Taiga.io,taigaio,twitter.com/,twitter.com/taigaio,11-50,Project Management + Task Based marketplace,https://taiga.io/,Madrid,Spain,Pablo Ruiz Múzquiz,diacritica,twitter.com/,twitter.com/diacritica,
Legacy,Old,TailorDev,_TailorDev,twitter.com/,twitter.com/_TailorDev,1-10,We promote Open Science Data in research.,https://tailordev.fr/,Clermont Ferrand,France,Julien Maupetit,julienmaupetit,twitter.com/,twitter.com/julienmaupetit,
,New,TapHunter,,,twitter.com/taphunter,11-50,Technology partner for bars and restaurants,http://get.taphunter.com/,"San Diego, CA",USA,Melani Gordon,,,,
Legacy,Old,Task Analytics,taskanalytics,twitter.com/,twitter.com/taskanalytics,1-10,Business intelligence and CX tooling,https://taskanalytics.com/,Oslo,Norway,Raymond Julin,nervetattoo,twitter.com/,twitter.com/nervetattoo,https://angel.co/task-analytics
,New,Taskfeed,,,twitter.com/taskfeedapp,1-10,Helps companies make their customers successful,https://www.taskfeedapp.com/,London,UK,Andrew Mahood,,,,
,New,Tatchup,,,twitter.com/tatchup,1-10,Get briefed in 5 minutes,https://tatchup.com/,"New York, NY",USA,Brandon Wang,,,,
,Old,Taxjar,,,twitter.com/TaxJar,11-50,"Making sales tax compliance simple for more than 10,000 online businesses & developers",TaxJar.com,"Boston, MA",USA,Mark Faggiano,,,twitter.com/taxjarmark,
Legacy,Old,TeachBoost,TeachBoost,twitter.com/,twitter.com/TeachBoost,11-50,TeachBoost is a feedback platform for K12.,https://teachboost.com,"New York, NY",USA,Jason DeRoner,jderoner,twitter.com/,twitter.com/jderoner,https://teachboost.com/company/careers
Legacy,Old,Team App,teamapp,twitter.com/,twitter.com/teamapp,1-10,Smartphone app for sports team communication.,http://teamapp.com/,Melbourne,Australia,Phil Warren,philwarren10,twitter.com/,twitter.com/philwarren10,https://www.teamapp.com/jobs
Lukasz,Old,Teamed.io,teamed_io,twitter.com/,twitter.com/teamed_io,1-10,We Are The Programming That Actually Works,http://www.teamed.io/,"Palo Alto, CA",USA,Noah Lieske ,,,https://twitter.com/nlieske,http://www.teamed.io/
Legacy,Old,Teamily,teamilyapp,twitter.com/,twitter.com/teamilyapp,1-10,Teamily helps teams work better.,https://www.teamily.com,Amsterdam,Netherlands,Raimo van der Klein,Rhymo,twitter.com/,twitter.com/Rhymo,https://angel.co/clock/jobs
Lukasz,Old,TeamSnap,teamsnap,twitter.com/,twitter.com/teamsnap,51-200,online sports team management software,https://www.teamsnap.com/about/careers,"Boulder, CO",USA,David DuPont ,,,https://twitter.com/mddupont,https://www.teamsnap.com/about/team-players/david-dupont
Legacy,Old,TechnologyAdvice,Technology_Adv,twitter.com/,twitter.com/Technology_Adv,51-200,Connects buyers and sellers of technology,http://www.technologyadvice.com/,"Nashville, TN",USA,Michael O’Hara,michaeljohara,twitter.com/,twitter.com/michaeljohara,http://technologyadvice.com/careers/
Legacy,Old,TED,TEDTalks,twitter.com/,twitter.com/TEDTalks,51-200,Nonprofit devoted to Ideas Worth Spreading,https://www.ted.com/,"New York, NY ",USA,Chris Anderson,TEDchris,twitter.com/,twitter.com/TEDchris,http://www.ted.com/about/our-organization/jobs-at-ted
,New,TelemetryTV,,,twitter.com/TelemetryTV,1-10,Advanced digital signage platform,https://www.telemetrytv.com/,Vancouver,Canada,Peter Fahlman,,,,
Legacy,Old,Teleport,teleportinc,twitter.com/,twitter.com/teleportinc,1-10,helps knowledge workers find the best place to be.,teleport.org,"Palo Alto, CA",USA,Sten Tamkivi,seikatsu,twitter.com/,twitter.com/seikatsu,https://teleport.org/jobs/
,New,Teltech,,,twitter.com/teltech,11-50,Innovative communications apps since 2007.,https://teltech.co/,"South Amboy, NJ",USA,Eli Finkelman,,,,
,New,TEN7,,,twitter.com/ten7,1-10,Creating and caring for Drupal-powered websites.,https://ten7.com/,"Minneapolis, MN",USA,Ivan Stegic,,,,
remoteok,Old,Tenable,tenablesecurity,twitter.com/,twitter.com/tenablesecurity,51-200,Cyber Exposure Platform,https://careers.tenable.com/jobs/search,"Columbia, MD",USA,Amit Yoran,,,https://twitter.com/ayoran,https://www.tenable.com/about-tenable/leadership
Legacy,Old,TEONITE,teonite,twitter.com/,twitter.com/teonite,11-50,"Corporate finance, billing systems, workflow, sales support, logistics and distribution.",http://teonite.com/,Szczecin,Poland,Robert Olejnik,RobertOlejnik,twitter.com/,twitter.com/RobertOlejnik,
Lukasz,Old,Tesera,N/A,twitter.com/,N/A,11-50,We ignite change in the future we share.,https://tesera.com/team/,Calgary,Canada,Bruce MacArthur,,,,https://tesera.com/team/
Legacy,Old,Tessitura Network,TessNetwork,twitter.com/,twitter.com/TessNetwork,51-200,The community and learning website for the members of the Tessitura Network,www.tessituranetwork.com/,"Dallas, TX",USA,JACK RUBIN,,,,http://www.tessituranetwork.com/en/Opportunities/Careers.aspx
Legacy,Old,TestDome,testdome,twitter.com/,twitter.com/testdome,1-10,TestDome sells online recruitment tests.,https://www.testdome.com/,London,UK,Mario Zivic,mariozivic,twitter.com/,twitter.com/mariozivic,https://angel.co/testdome/jobs
Legacy,Old,Testlio,testlio,twitter.com/,twitter.com/testlio,11-50,A test case management service,https://testlio.com/,"San Francisco, CA",USA,Kristel Viidik,kristelviidik,twitter.com/,twitter.com/kristelviidik,https://testlio.com/jobs
,New,The Adventure Junkies,,,twitter.com/The_AdvJunkies,1-10,Helping people have memorable experiences in the outdoors,https://www.theadventurejunkies.com/,,USA,Antonio Cala ,,,,
,New,The Apache Software Foundation,,,twitter.com/TheASF,1-10,Provide software for the public good.,https://www.apache.org/,"Forest Hill, Maryland,",USA,Brian Behlendorf,,,,
,New,The Block,,,twitter.com/theblock__,1-10,Crypto Simplified,https://www.theblockcrypto.com/,"New York, NY",USA,Jake McGraw,,,,
Legacy,Old,The Cheat Sheet,cheatsheet,twitter.com/,twitter.com/cheatsheet,51-200,The largest & most comprehensive modern man’s premium lifestyle site.,http://www.cheatsheet.com/,"New York, NY",USA,Damien Hoffman,mindfire360,twitter.com/,twitter.com/mindfire360,http://www.cheatsheet.com/jobs/
,New,The Predictive Index,,,twitter.com/predictiveindex,1-10,"Better Work, Better World",https://www.predictiveindex.com/,"Westwood, MA",USA,Mike Zani,,,,
WWR,Old,The Sensible Code C'y,sensiblecodeio,twitter.com/,twitter.com/sensiblecodeio,1-10,We make products that turn messy data into valuable information,http://sensiblecode.io/,Liverpool,UK,Aidan McGuire,,,https://twitter.com/amcguire62,sensiblecode.io
,New,The Taproom Agency,,,twitter.com/taproomagency,1-10,Help businesses realize their potential on Shopify.,https://thetaproom.com,"Atlanta, GA",USA,Kelly Vaughn,,,,
Legacy,Old,The Wirecutter,wirecutter,twitter.com/,twitter.com/wirecutter,51-200,The Wirecutter is an online platform,http://thewirecutter.com/,CA,USA,Brian Lam,blam,twitter.com/,twitter.com/blam,http://thewirecutter.com/jobs/
Legacy,Old,Thinkbox.io,thinkboxmakes,twitter.com/,twitter.com/thinkboxmakes,1-10,Startup studio,http://www.thinkbox.io/,"Santa Monica, CA",USA,Mike Williams,yoroomie,twitter.com/,twitter.com/yoroomie,https://angel.co/thinkbox-io/jobs
Legacy,Old,Third Iron,third_iron,twitter.com/,twitter.com/third_iron,11-50,Software for academic libraries & researchers,http://thirdiron.com/,,USA,Kendall Bartsch,,,,http://thirdiron.com/careers/
Legacy,Old,ThirdPath Institute,thirdpathinst,twitter.com/,twitter.com/thirdpathinst,1-10,Destination for anyone looking for a third path to create time for work and for life,www.thirdpath.org,Pennsylvania PA,USA,Jessica DeGroot,,twitter.com/,twitter.com/,
,New,Thycotic,,,twitter.com/Thycotic,11-50,Thycotic prevents cyber attacks,https://thycotic.com/,"Washington, DC",USA,James Legg ,,,,
remoteok,Old,tidelift,tidelift,twitter.com/,twitter.com/tidelift,1-10,A better way to create and use software,https://tidelift.com/,"Asheville, NC",USA,Havoc Pennington,,,https://twitter.com/havocp,https://tidelift.com/
,New,Tigera,,,twitter.com/tigeraio,11-50,Zero Trust Network Security & Continuous Compliance for Kubernetes Platforms,https://www.tigera.io/,"San Francisco, CA",USA,Ratan Tipirneni,,,,
Legacy,Old,Time Doctor,ManageYourTime,twitter.com/,twitter.com/ManageYourTime,11-50,Time Tracking & Time Management Software ,www.timedoctor.com,Sydney,Australia,Robert Rawson,robertrawson,twitter.com/,twitter.com/robertrawson,indeed.com
Legacy,Old,Timely,timelyapp,twitter.com/,twitter.com/timelyapp,11-50,Effortless appointment scheduling,https://www.gettimely.com,-,New Zealand,Ryan Baker,ryanbakernz,twitter.com/,twitter.com/ryanbakernz,https://www.gettimely.com/careers/
Legacy,Old,TNTP,TNTP,twitter.com/,twitter.com/TNTP,201-500,We help school systems achieve their goals for students.,http://tntp.org/,"Brooklyn, NY ",USA,Daniel Weisberg,danweisbergtntp,twitter.com/,twitter.com/danweisbergtntp,http://tntp.org/join
Legacy,Old,Toggl,toggl,twitter.com/,twitter.com/toggl,11-50,Online time tracking tool ,https://toggl.com/,Tallinn,Estonia,Alari Aho,ahoalari,twitter.com/,twitter.com/ahoalari,http://jobs.toggl.com/
remoteok,Old,TopDevz,topdevz,twitter.com/,twitter.com/topdevz,1-10,zealous software engineering,https://www.topdevz.com/careers/,Toronto,Canada,Ashkan Rajaee,,,https://twitter.com/ashkanrajaee,https://www.topdevz.com/leadership/
Legacy,Old,Toptal,toptalllc,twitter.com/,twitter.com/toptalllc,1001-5000,"Toptal enables start-ups, businesses, and organizations to hire freelancers ",www.toptal.com/,"San Francisco, CA",USA,Taso Du Val,,,,http://www.toptal.com/careers
Legacy,Old,Tortuga Backpacks,tortugabackpack,twitter.com/,twitter.com/tortugabackpack,1-10,We help people live on their own terms by making gear for urban travel.,http://www.tortugabackpacks.com/,"Oakland, CA",USA,Fred Perrotta,,,twitter.com/FredPerrotta,http://www.tortugabackpacks.com/pages/team
,New,Trackly,,,twitter.com/TheTrackly,1-10,Help individuals and teams to be more productive.,https://trackly.com/,,Israel,Eliran Mukdasi,,,,
Legacy,Old,Tractionboard,tractionboard,twitter.com/,twitter.com/tractionboard,1-10,Customer Acquisition Analytics for SaaS,https://tractionboard.com/,"Brooklyn, NY",USA,Bartolome R. Bordallo,brbordallo,twitter.com/,twitter.com/brbordallo,
